fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_max_ballots,results_goodb,results_webbc,results_absentee_goodb,results_absentee_webbc,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,edison_exit_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,nyt_race_description_race,race_rating_race,nyt_key_race_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,party_id_race,uncontested_race,report_race,result_race,result_source_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_counties_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,expectations_text_race,expectations_text_short_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race,winner_called_timestamp_race
51061,Fauquier,34434,22799,17,17,None,100,34434,>98%,>98% reported,edison,10,none,4691,19897,14537,11174,11625,2020-11-22T15:13:26Z,15.56601,R+16,Good +16,republican,VA-G-H-5-2020-11-03,va-house-general-district-005-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia-house-district-5.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-virginia.html,house,general,2020-11-03,FALSE,U.S. House District 5,U.S. House,H,"A closely contested race pits the Democrat, Cameron Webb, a Black physician who served on President Obama’s health care team, against Bob Good, a Republican and born-again Christian who won the party nomination earlier this year from the incumbent, Denver Riggleman.",tossup,TRUE,5,District 5,VA,virginia,Virginia,Va.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",401303,228409,23,unknown,Polls close at 7 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:00:00.000Z,7 p.m.,329,329,100% reporting,100%,100,401303,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-22T19:50:24Z,FALSE,5.15147,20673,R+5,Good +5,republican,"","",3,0,1604472707926
51065,Fluvanna,15699,10408,6,6,Released with cumulative results periodically election night,100,15699,>98%,>98% reported,edison,10,all,1896,7756,7943,4015,6393,2020-11-22T14:23:40Z,1.19116,D+1.2,Webb +1.2,democrat,VA-G-H-5-2020-11-03,va-house-general-district-005-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia-house-district-5.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-virginia.html,house,general,2020-11-03,FALSE,U.S. House District 5,U.S. House,H,"A closely contested race pits the Democrat, Cameron Webb, a Black physician who served on President Obama’s health care team, against Bob Good, a Republican and born-again Christian who won the party nomination earlier this year from the incumbent, Denver Riggleman.",tossup,TRUE,5,District 5,VA,virginia,Virginia,Va.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",401303,228409,23,unknown,Polls close at 7 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:00:00.000Z,7 p.m.,329,329,100% reporting,100%,100,401303,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-22T19:50:24Z,FALSE,5.15147,20673,R+5,Good +5,republican,"","",3,0,1604472707926
51067,Franklin,29368,12037,24,24,None,100,29368,>98%,>98% reported,edison,10,all,2169,20318,9050,6428,5609,2020-11-22T17:25:52Z,38.36829,R+38,Good +38,republican,VA-G-H-5-2020-11-03,va-house-general-district-005-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia-house-district-5.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-virginia.html,house,general,2020-11-03,FALSE,U.S. House District 5,U.S. House,H,"A closely contested race pits the Democrat, Cameron Webb, a Black physician who served on President Obama’s health care team, against Bob Good, a Republican and born-again Christian who won the party nomination earlier this year from the incumbent, Denver Riggleman.",tossup,TRUE,5,District 5,VA,virginia,Virginia,Va.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",401303,228409,23,unknown,Polls close at 7 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:00:00.000Z,7 p.m.,329,329,100% reporting,100%,100,401303,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-22T19:50:24Z,FALSE,5.15147,20673,R+5,Good +5,republican,"","",3,0,1604472707926
51079,Greene,11155,6971,6,6,Released as a precinct at the end of tabulation,100,10838,>98%,>98% reported,edison,2,unknown,1078,6593,4562,3406,3565,2020-11-22T14:26:32Z,18.20708,R+18,Good +18,republican,VA-G-H-5-2020-11-03,va-house-general-district-005-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia-house-district-5.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-virginia.html,house,general,2020-11-03,FALSE,U.S. House District 5,U.S. House,H,"A closely contested race pits the Democrat, Cameron Webb, a Black physician who served on President Obama’s health care team, against Bob Good, a Republican and born-again Christian who won the party nomination earlier this year from the incumbent, Denver Riggleman.",tossup,TRUE,5,District 5,VA,virginia,Virginia,Va.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",401303,228409,23,unknown,Polls close at 7 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:00:00.000Z,7 p.m.,329,329,100% reporting,100%,100,401303,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-22T19:50:24Z,FALSE,5.15147,20673,R+5,Good +5,republican,"","",3,0,1604472707926
51083,Halifax,18041,10356,21,21,Released separately AFTER election night,100,18041,>98%,>98% reported,edison,10,unknown,1636,10083,7958,4676,5680,2020-11-22T15:17:09Z,11.77873,R+12,Good +12,republican,VA-G-H-5-2020-11-03,va-house-general-district-005-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia-house-district-5.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-virginia.html,house,general,2020-11-03,FALSE,U.S. House District 5,U.S. House,H,"A closely contested race pits the Democrat, Cameron Webb, a Black physician who served on President Obama’s health care team, against Bob Good, a Republican and born-again Christian who won the party nomination earlier this year from the incumbent, Denver Riggleman.",tossup,TRUE,5,District 5,VA,virginia,Virginia,Va.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",401303,228409,23,unknown,Polls close at 7 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:00:00.000Z,7 p.m.,329,329,100% reporting,100%,100,401303,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-22T19:50:24Z,FALSE,5.15147,20673,R+5,Good +5,republican,"","",3,0,1604472707926
51089,Henry,7144,3883,7,7,"As a precinct in the FIRST cumulative report, along with regular precincts",100,7144,>98%,>98% reported,edison,10,unknown,1528,3979,3165,1601,2282,2020-11-22T14:29:22Z,11.39418,R+11,Good +11,republican,VA-G-H-5-2020-11-03,va-house-general-district-005-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia-house-district-5.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-virginia.html,house,general,2020-11-03,FALSE,U.S. House District 5,U.S. House,H,"A closely contested race pits the Democrat, Cameron Webb, a Black physician who served on President Obama’s health care team, against Bob Good, a Republican and born-again Christian who won the party nomination earlier this year from the incumbent, Denver Riggleman.",tossup,TRUE,5,District 5,VA,virginia,Virginia,Va.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",401303,228409,23,unknown,Polls close at 7 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:00:00.000Z,7 p.m.,329,329,100% reporting,100%,100,401303,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-22T19:50:24Z,FALSE,5.15147,20673,R+5,Good +5,republican,"","",3,0,1604472707926
51111,Lunenburg,5828,2793,12,12,Released as a precinct in the middle of the night,100,5828,>98%,>98% reported,edison,10,unknown,507,3392,2436,1336,1457,2020-11-22T16:31:01Z,16.40357,R+16,Good +16,republican,VA-G-H-5-2020-11-03,va-house-general-district-005-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia-house-district-5.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-virginia.html,house,general,2020-11-03,FALSE,U.S. House District 5,U.S. House,H,"A closely contested race pits the Democrat, Cameron Webb, a Black physician who served on President Obama’s health care team, against Bob Good, a Republican and born-again Christian who won the party nomination earlier this year from the incumbent, Denver Riggleman.",tossup,TRUE,5,District 5,VA,virginia,Virginia,Va.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",401303,228409,23,unknown,Polls close at 7 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:00:00.000Z,7 p.m.,329,329,100% reporting,100%,100,401303,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-22T19:50:24Z,FALSE,5.15147,20673,R+5,Good +5,republican,"","",3,0,1604472707926
51113,Madison,8021,3755,10,10,"As a precinct in the FIRST cumulative report, along with regular precincts",100,8021,>98%,>98% reported,edison,10,some,658,5062,2959,1749,2006,2020-11-22T15:22:31Z,26.21868,R+26,Good +26,republican,VA-G-H-5-2020-11-03,va-house-general-district-005-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia-house-district-5.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-virginia.html,house,general,2020-11-03,FALSE,U.S. House District 5,U.S. House,H,"A closely contested race pits the Democrat, Cameron Webb, a Black physician who served on President Obama’s health care team, against Bob Good, a Republican and born-again Christian who won the party nomination earlier this year from the incumbent, Denver Riggleman.",tossup,TRUE,5,District 5,VA,virginia,Virginia,Va.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",401303,228409,23,unknown,Polls close at 7 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:00:00.000Z,7 p.m.,329,329,100% reporting,100%,100,401303,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-22T19:50:24Z,FALSE,5.15147,20673,R+5,Good +5,republican,"","",3,0,1604472707926
51117,Mecklenburg,15801,8070,24,24,Released separately AFTER election night,100,15801,>98%,>98% reported,edison,10,unknown,1999,9175,6626,4093,3977,2020-11-22T16:31:54Z,16.13189,R+16,Good +16,republican,VA-G-H-5-2020-11-03,va-house-general-district-005-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia-house-district-5.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-virginia.html,house,general,2020-11-03,FALSE,U.S. House District 5,U.S. House,H,"A closely contested race pits the Democrat, Cameron Webb, a Black physician who served on President Obama’s health care team, against Bob Good, a Republican and born-again Christian who won the party nomination earlier this year from the incumbent, Denver Riggleman.",tossup,TRUE,5,District 5,VA,virginia,Virginia,Va.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",401303,228409,23,unknown,Polls close at 7 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:00:00.000Z,7 p.m.,329,329,100% reporting,100%,100,401303,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-22T19:50:24Z,FALSE,5.15147,20673,R+5,Good +5,republican,"","",3,0,1604472707926
51125,Nelson,9179,4729,10,10,None,100,9179,>98%,>98% reported,edison,10,some,580,4561,4618,1426,3303,2020-11-22T15:41:23Z,0.62098,D+0.62,Webb +0.62,democrat,VA-G-H-5-2020-11-03,va-house-general-district-005-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia-house-district-5.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-virginia.html,house,general,2020-11-03,FALSE,U.S. House District 5,U.S. House,H,"A closely contested race pits the Democrat, Cameron Webb, a Black physician who served on President Obama’s health care team, against Bob Good, a Republican and born-again Christian who won the party nomination earlier this year from the incumbent, Denver Riggleman.",tossup,TRUE,5,District 5,VA,virginia,Virginia,Va.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",401303,228409,23,unknown,Polls close at 7 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:00:00.000Z,7 p.m.,329,329,100% reporting,100%,100,401303,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-22T19:50:24Z,FALSE,5.15147,20673,R+5,Good +5,republican,"","",3,0,1604472707926
51143,Pittsylvania,33537,17834,30,30,Released as a precinct in the middle of the night,100,33537,>98%,>98% reported,edison,10,unknown,2965,22705,10832,10986,6848,2020-11-22T15:28:44Z,35.40269,R+35,Good +35,republican,VA-G-H-5-2020-11-03,va-house-general-district-005-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia-house-district-5.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-virginia.html,house,general,2020-11-03,FALSE,U.S. House District 5,U.S. House,H,"A closely contested race pits the Democrat, Cameron Webb, a Black physician who served on President Obama’s health care team, against Bob Good, a Republican and born-again Christian who won the party nomination earlier this year from the incumbent, Denver Riggleman.",tossup,TRUE,5,District 5,VA,virginia,Virginia,Va.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",401303,228409,23,unknown,Polls close at 7 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:00:00.000Z,7 p.m.,329,329,100% reporting,100%,100,401303,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-22T19:50:24Z,FALSE,5.15147,20673,R+5,Good +5,republican,"","",3,0,1604472707926
51147,Prince Edward,9416,4828,11,11,None,100,9416,>98%,>98% reported,edison,10,none,743,4350,5066,1765,3063,2020-11-22T15:29:20Z,7.60408,D+8,Webb +8,democrat,VA-G-H-5-2020-11-03,va-house-general-district-005-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia-house-district-5.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-virginia.html,house,general,2020-11-03,FALSE,U.S. House District 5,U.S. House,H,"A closely contested race pits the Democrat, Cameron Webb, a Black physician who served on President Obama’s health care team, against Bob Good, a Republican and born-again Christian who won the party nomination earlier this year from the incumbent, Denver Riggleman.",tossup,TRUE,5,District 5,VA,virginia,Virginia,Va.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",401303,228409,23,unknown,Polls close at 7 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:00:00.000Z,7 p.m.,329,329,100% reporting,100%,100,401303,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-22T19:50:24Z,FALSE,5.15147,20673,R+5,Good +5,republican,"","",3,0,1604472707926
51157,Rappahannock,4932,2116,7,7,Other,100,4932,>98%,>98% reported,edison,10,all,451,2775,2157,647,1469,2020-11-22T17:25:26Z,12.53041,R+13,Good +13,republican,VA-G-H-5-2020-11-03,va-house-general-district-005-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia-house-district-5.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-virginia.html,house,general,2020-11-03,FALSE,U.S. House District 5,U.S. House,H,"A closely contested race pits the Democrat, Cameron Webb, a Black physician who served on President Obama’s health care team, against Bob Good, a Republican and born-again Christian who won the party nomination earlier this year from the incumbent, Denver Riggleman.",tossup,TRUE,5,District 5,VA,virginia,Virginia,Va.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",401303,228409,23,unknown,Polls close at 7 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:00:00.000Z,7 p.m.,329,329,100% reporting,100%,100,401303,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-22T19:50:24Z,FALSE,5.15147,20673,R+5,Good +5,republican,"","",3,0,1604472707926
