fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_max_ballots,results_guestm,results_benfordd,results_absentee_guestm,results_absentee_benfordd,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,race_rating_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,state_aspect_ratio_race,party_id_race,uncontested_race,report_race,result_race,result_source_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_counties_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,expectations_text_race,expectations_text_short_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race,winner_called_timestamp_race
28077,Lawrence,6281,953,24,24,None,100,6281,>98%,>98% reported,edison,6,all,602,4265,2016,566,387,2020-11-04T10:43:43Z,35.8064,R+36,Guest +36,republican,MS-G-H-3-2020-11-03,ms-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-mississippi-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-mississippi.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-mississippi.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,solid-rep,3,District 3,MS,mississippi,Mississippi,Miss.,vertical,0.9,"",FALSE,TRUE,winner,AP,FALSE,"",296214,3270,3,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,510,514,99% reporting,99%,83,357000,edison,83%,83% reported,edison,republican,FALSE,2020-11-09T16:07:47Z,TRUE,30.16265,89346,R+30,Guest +30,republican,Ballots postmarked by Election Day are accepted until Nov. 10.,Ballots postmarked by Election Day are accepted until Nov. 10.,7,0,1604459372270
28085,Lincoln,13711,0,30,30,None,100,13266,>98%,>98% reported,edison,2,unknown,1042,10138,3573,0,0,2020-11-04T22:49:27Z,47.88126,R+48,Guest +48,republican,MS-G-H-3-2020-11-03,ms-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-mississippi-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-mississippi.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-mississippi.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,solid-rep,3,District 3,MS,mississippi,Mississippi,Miss.,vertical,0.9,"",FALSE,TRUE,winner,AP,FALSE,"",296214,3270,3,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,510,514,99% reporting,99%,83,357000,edison,83%,83% reported,edison,republican,FALSE,2020-11-09T16:07:47Z,TRUE,30.16265,89346,R+30,Guest +30,republican,Ballots postmarked by Election Day are accepted until Nov. 10.,Ballots postmarked by Election Day are accepted until Nov. 10.,7,0,1604459372270
28089,Madison,35718,0,33,33,None,100,35718,>98%,>98% reported,edison,6,none,2144,26057,9661,0,0,2020-11-04T10:43:44Z,45.90403,R+46,Guest +46,republican,MS-G-H-3-2020-11-03,ms-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-mississippi-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-mississippi.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-mississippi.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,solid-rep,3,District 3,MS,mississippi,Mississippi,Miss.,vertical,0.9,"",FALSE,TRUE,winner,AP,FALSE,"",296214,3270,3,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,510,514,99% reporting,99%,83,357000,edison,83%,83% reported,edison,republican,FALSE,2020-11-09T16:07:47Z,TRUE,30.16265,89346,R+30,Guest +30,republican,Ballots postmarked by Election Day are accepted until Nov. 10.,Ballots postmarked by Election Day are accepted until Nov. 10.,7,0,1604459372270
28099,Neshoba,11565,0,27,27,None,100,11608,>98%,>98% reported,edison,4,all,468,8583,2982,0,0,2020-11-04T10:43:44Z,48.43061,R+48,Guest +48,republican,MS-G-H-3-2020-11-03,ms-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-mississippi-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-mississippi.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-mississippi.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,solid-rep,3,District 3,MS,mississippi,Mississippi,Miss.,vertical,0.9,"",FALSE,TRUE,winner,AP,FALSE,"",296214,3270,3,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,510,514,99% reporting,99%,83,357000,edison,83%,83% reported,edison,republican,FALSE,2020-11-09T16:07:47Z,TRUE,30.16265,89346,R+30,Guest +30,republican,Ballots postmarked by Election Day are accepted until Nov. 10.,Ballots postmarked by Election Day are accepted until Nov. 10.,7,0,1604459372270
28101,Newton,8617,0,16,16,Merged into voters' home precincts and released with cumulative results,83,10382,83%,83% reported,edison,4,none,568,6206,2411,0,0,2020-11-04T10:43:44Z,44.04085,R+44,Guest +44,republican,MS-G-H-3-2020-11-03,ms-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-mississippi-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-mississippi.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-mississippi.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,solid-rep,3,District 3,MS,mississippi,Mississippi,Miss.,vertical,0.9,"",FALSE,TRUE,winner,AP,FALSE,"",296214,3270,3,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,510,514,99% reporting,99%,83,357000,edison,83%,83% reported,edison,republican,FALSE,2020-11-09T16:07:47Z,TRUE,30.16265,89346,R+30,Guest +30,republican,Ballots postmarked by Election Day are accepted until Nov. 10.,Ballots postmarked by Election Day are accepted until Nov. 10.,7,0,1604459372270
28103,Noxubee,3561,1215,8,8,Merged into voters' home precincts and released with cumulative results,100,3561,>98%,>98% reported,edison,6,none,382,1072,2489,196,1019,2020-11-04T10:43:45Z,39.79219,D+40,Benford +40,democrat,MS-G-H-3-2020-11-03,ms-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-mississippi-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-mississippi.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-mississippi.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,solid-rep,3,District 3,MS,mississippi,Mississippi,Miss.,vertical,0.9,"",FALSE,TRUE,winner,AP,FALSE,"",296214,3270,3,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,510,514,99% reporting,99%,83,357000,edison,83%,83% reported,edison,republican,FALSE,2020-11-09T16:07:47Z,TRUE,30.16265,89346,R+30,Guest +30,republican,Ballots postmarked by Election Day are accepted until Nov. 10.,Ballots postmarked by Election Day are accepted until Nov. 10.,7,0,1604459372270
28105,Oktibbeha,17157,0,18,18,Released as a separate subtotal at the end of tabulation,95,18120,95%,95% reported,edison,2,some,1134,8895,8262,0,0,2020-11-09T14:28:15Z,3.68946,R+4,Guest +4,republican,MS-G-H-3-2020-11-03,ms-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-mississippi-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-mississippi.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-mississippi.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,solid-rep,3,District 3,MS,mississippi,Mississippi,Miss.,vertical,0.9,"",FALSE,TRUE,winner,AP,FALSE,"",296214,3270,3,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,510,514,99% reporting,99%,83,357000,edison,83%,83% reported,edison,republican,FALSE,2020-11-09T16:07:47Z,TRUE,30.16265,89346,R+30,Guest +30,republican,Ballots postmarked by Election Day are accepted until Nov. 10.,Ballots postmarked by Election Day are accepted until Nov. 10.,7,0,1604459372270
28113,Pike,13995,0,25,25,None,98,14241,98%,98% reported,edison,4,unknown,1376,7232,6763,0,0,2020-11-06T18:41:18Z,3.3512,R+3,Guest +3,republican,MS-G-H-3-2020-11-03,ms-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-mississippi-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-mississippi.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-mississippi.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,solid-rep,3,District 3,MS,mississippi,Mississippi,Miss.,vertical,0.9,"",FALSE,TRUE,winner,AP,FALSE,"",296214,3270,3,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,510,514,99% reporting,99%,83,357000,edison,83%,83% reported,edison,republican,FALSE,2020-11-09T16:07:47Z,TRUE,30.16265,89346,R+30,Guest +30,republican,Ballots postmarked by Election Day are accepted until Nov. 10.,Ballots postmarked by Election Day are accepted until Nov. 10.,7,0,1604459372270
28121,Rankin,53101,0,48,48,None,77,69045,77%,77% reported,edison,4,none,3512,41341,11760,0,0,2020-11-04T10:43:45Z,55.70705,R+56,Guest +56,republican,MS-G-H-3-2020-11-03,ms-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-mississippi-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-mississippi.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-mississippi.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,solid-rep,3,District 3,MS,mississippi,Mississippi,Miss.,vertical,0.9,"",FALSE,TRUE,winner,AP,FALSE,"",296214,3270,3,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,510,514,99% reporting,99%,83,357000,edison,83%,83% reported,edison,republican,FALSE,2020-11-09T16:07:47Z,TRUE,30.16265,89346,R+30,Guest +30,republican,Ballots postmarked by Election Day are accepted until Nov. 10.,Ballots postmarked by Election Day are accepted until Nov. 10.,7,0,1604459372270
28123,Scott,9045,0,23,23,None,78,11574,78%,78% reported,edison,4,none,356,5703,3342,0,0,2020-11-04T10:43:46Z,26.10282,R+26,Guest +26,republican,MS-G-H-3-2020-11-03,ms-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-mississippi-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-mississippi.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-mississippi.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,solid-rep,3,District 3,MS,mississippi,Mississippi,Miss.,vertical,0.9,"",FALSE,TRUE,winner,AP,FALSE,"",296214,3270,3,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,510,514,99% reporting,99%,83,357000,edison,83%,83% reported,edison,republican,FALSE,2020-11-09T16:07:47Z,TRUE,30.16265,89346,R+30,Guest +30,republican,Ballots postmarked by Election Day are accepted until Nov. 10.,Ballots postmarked by Election Day are accepted until Nov. 10.,7,0,1604459372270
28127,Simpson,9676,0,23,23,None,77,12561,77%,77% reported,edison,4,none,558,6635,3041,0,0,2020-11-04T10:43:46Z,37.14345,R+37,Guest +37,republican,MS-G-H-3-2020-11-03,ms-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-mississippi-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-mississippi.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-mississippi.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,solid-rep,3,District 3,MS,mississippi,Mississippi,Miss.,vertical,0.9,"",FALSE,TRUE,winner,AP,FALSE,"",296214,3270,3,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,510,514,99% reporting,99%,83,357000,edison,83%,83% reported,edison,republican,FALSE,2020-11-09T16:07:47Z,TRUE,30.16265,89346,R+30,Guest +30,republican,Ballots postmarked by Election Day are accepted until Nov. 10.,Ballots postmarked by Election Day are accepted until Nov. 10.,7,0,1604459372270
28129,Smith,7034,0,18,18,Merged into voters' home precincts and released with cumulative results,100,7034,>98%,>98% reported,edison,6,all,678,5631,1403,0,0,2020-11-04T10:43:46Z,60.10805,R+60,Guest +60,republican,MS-G-H-3-2020-11-03,ms-house-general-district-003-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-mississippi-house-district-3.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-mississippi.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-mississippi.html,house,general,2020-11-03,FALSE,U.S. House District 3,U.S. House,H,solid-rep,3,District 3,MS,mississippi,Mississippi,Miss.,vertical,0.9,"",FALSE,TRUE,winner,AP,FALSE,"",296214,3270,3,unknown,Polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,510,514,99% reporting,99%,83,357000,edison,83%,83% reported,edison,republican,FALSE,2020-11-09T16:07:47Z,TRUE,30.16265,89346,R+30,Guest +30,republican,Ballots postmarked by Election Day are accepted until Nov. 10.,Ballots postmarked by Election Day are accepted until Nov. 10.,7,0,1604459372270
